hash,time,message
9ecb179,2010-03-24 18:46:47,Updated nvcc flags for CUDA 3.0
2cb112f,2010-03-25 00:44:25,Optimization (reduce bank conflicts)
f5ea829,2010-03-25 22:33:47,Optimization (clear the force and Born sum buffers in a single kernel)
08f5235,2010-03-25 23:01:26,Reduced number of force buffers for GBSA
845050d,2010-03-26 20:02:38,Optimization (consolidated two SHAKE related kernels into one)
26721ca,2010-03-26 21:13:22,Bug fix
b9075ab,2010-03-26 23:20:39,Throw an exception if the user includes a GBSAOBCForce but no NonbondedForce (bug 1083)
22736b0,2010-03-29 21:34:46,Fixed compilation error under some versions of gcc
7482534,2010-03-30 16:35:27,Fixed bug processing exclusions with Ewald (bug 1085)
8868141,2010-03-30 18:01:58,Fixed compilation errors under AMD's OpenCL
ca63e6d,2010-03-31 21:26:14,Fix allocation of shared memory for shake kernels
b97ff25,2010-04-01 19:02:41,All platforms now handle nonbonded exceptions in a consistent way (they ignore cutoffs and periodic boundary conditions).  Also started OpenCL implementation of CustomHbondForce.
aeb5dc6,2010-04-05 18:39:00,Bug fix on ATI processors
2db43ea,2010-04-05 23:13:14,Modified pForce4a -> pForce4
536ebaf,2010-04-06 17:31:52,Bug fix
d6ad643,2010-04-06 21:35:29,Bug fix
066cfd6,2010-04-07 00:27:07,Fixed threading bug in PME
51bf5ee,2010-04-07 18:51:13,"Added ""explicit"" keyword to constructors for several API classes."
e360f3f,2010-04-07 22:47:51,Added newlines to eliminate compiler warnings
fac4150,2010-04-08 00:26:16,Optimization: reduced the number of thread blocks
5301b9c,2010-04-08 22:49:41,Fixed bug in writing forces to global memory (see bug 1080)
1d0193e,2010-04-09 18:11:32,Restructured CCMA code to work on Fermi boards
2eaa120,2010-04-09 18:20:51,Eliminated a compilation warning
4de1df0,2010-04-09 20:15:33,Fixed bug in CCMA convergence detection
c961d45,2010-04-09 21:35:30,Default CMAKE_BUILD_TYPE to Release  not Debug
6768d04,2010-04-10 00:33:51,Optimizations to the CUDA implementation of CCMA
68c89df,2010-04-14 18:07:23,Refactored cmake build system to use just one FindCUDA.cmake  under cmake_modules subdirectory  based on the FindCUDA.cmake that was in the platforms/cuda/cuda-make directory. Setting of CUDA_NVCC_FLAGS is now in top-level CMakeLists.txt  in case I ever figure out how to get this working with the cmake 2.8 installed system version of FindCUDA.cmake. Before this change  there were three separate FindCUDA.cmake areas.  Now there is just one.
6ba9a15,2010-04-14 21:16:45,OpenCL version of CustomHbondForce is now complete (except for exclusions)
e706d71,2010-04-14 23:34:22,OpenCL version of CustomHbondForce now supports exclusions
abc4a81,2010-04-15 21:09:36,More changes to get cuda build working on t0.simtk.org with just the one FindCUDA.cmake.
06a2054,2010-04-16 17:44:16,Changed link line for gpu sniffing program so it works on Windows with new single FindCuda location.
5bca8d1,2010-04-16 22:07:38,Fixed bug when a system involved multiple nonbonded forces (bug 1080)
a5e272e,2010-04-16 23:51:50,min()  max()  and abs() can appear in expressions
754e66d,2010-04-19 15:58:29,Added modern findpackagehandlestandardargs technique to FindCUDA.cmake  to permit configuration on machine with no cuda installed.
86f95f4,2010-04-19 16:14:19,"Default building of CUDA free energy plugin to ""OFF"" if cuda was not found."
ae36b28,2010-04-19 16:32:10,Added parenthesis workaround for using std::min/max on Windows  to prevent compile error.
374676c,2010-04-20 18:16:46,Workaround for AMD OpenCL bug: FFT can work with a smaller number of threads per work group
f2012ad,2010-04-20 18:25:54,Fixed compilation error
14125aa,2010-04-20 20:15:36,Fixed bugs in OpenCL CustomHbondForce
86fc300,2010-04-20 21:25:25,Started making some improvements to installer behavior. Including installing Test<Platform>HarmonicBondForce tests.
809c130,2010-04-20 23:50:50,Fixed error in CMake file
1cb9e18,2010-04-20 23:51:50,Fixed error under Nvidia's OpenCL
f7c92bb,2010-04-21 00:37:42,Install directory now looks much more like actual OpenMM releases.
7f486d6,2010-04-21 19:39:53,Fixed compilation error under Windows
75acdad,2010-04-21 23:48:20,Converted reference implementation of Langevin integrator to use a different algorithm
15a8478,2010-04-22 00:30:33,Fixed compilation error on Windows
8725ced,2010-04-22 00:38:21,Converted Cuda platform to use improved Langevin integrator
fee019b,2010-04-22 20:25:39,Converted OpenCL platform to use improved Langevin integrator
39fd6eb,2010-04-22 21:03:16,Bug fix
4a401e7,2010-04-23 00:38:29,Fixed threading bug in CM motion removal
f241d05,2010-04-23 16:51:44,Modified link path in platforms/cuda/CMakeLists.txt to increase likelihood that CUDA_HAVE_GPU flag will be set.
906a35f,2010-04-23 16:55:44,Removed ALREADY_MODIFIED_PATH variable in gpu sniffer link stanza  which I am pretty sure would not have worked as desired.
bd42d03,2010-04-23 22:55:18,Fixed bug in Langevin integration when used with constraints
e1a9418,2010-04-26 18:58:49,Fixed compilation error under Windows
62a83f8,2010-04-26 21:35:08,Optimized OpenCL version of CCMA
3f2c29f,2010-04-26 23:56:36,Optimizations to OpenCL platform
40891ba,2010-04-28 00:08:58,Optimization to OpenCL platform: use tabulated values for erfc()
3344bb7,2010-04-28 17:51:00,Switched erfc table to use constant memory instead of texture cache
466f7ac,2010-04-28 17:52:40,Removed unnecessary sampler declaration
cd6cb66,2010-04-28 20:21:32,Restructured local memory in nonbonded kernel to reduce bank conflicts
7b3a826,2010-04-28 23:26:56,Reduced bank conflicts in nonbonded kernel
a0651b5,2010-04-29 20:14:46,Eliminated more local memory bank conflicts
b296096,2010-04-29 21:46:36,Check accuracy of native_ functions and only use them if they are accurate enough
5281aba,2010-04-29 21:59:52,Added reqd_work_group_size attribute to some kernels
b2c970f,2010-04-30 00:18:16,Removed debugging code that accidentally got left in
0dbb8a4,2010-04-30 00:19:10,Too much local memory was being requested for the nonbonded kernel  leading to low occupancy
31ed438,2010-04-30 23:52:56,Minor simplification to nonbonded kernel
1d8517a,2010-04-30 23:56:05,Fixed compilation error under Windows
e918cb6,2010-05-01 00:27:41,Corrected the syntax for the reqd_work_group_size attribute
1763a76,2010-05-04 00:20:13,Fixed bug in computing chain rule terms for CustomGBForce
a8ceded,2010-05-04 17:37:49,Reverted the changes from revision 2214  which triggered a bug in the ATI compiler
74ef687,2010-05-05 20:07:09,Updated to latest version of cl.hpp
43e6e68,2010-05-05 20:35:48,CustomGBForce allows single-particle values to depend on position
8987065,2010-05-05 22:06:43,Added OPENMM_EXPORT to various OpenCL platform headers
35be4eb,2010-05-05 22:46:49,Added GB/VI test caes
57e0e7e,2010-05-05 22:48:11,nonpolar tau was missing factor of 138.935485
f2ad92a,2010-05-05 22:54:55,Turn on default building of OpenCL plugin for all platforms. Unify FindOpenCL.cmake files to one location  under cmake_modules. Other changes to permit building with nvidia opencl on Windows.
0094d14,2010-05-05 22:56:13,Added include to get TestReferenceCustomGBForce to compile on Windows.
1ae5a33,2010-05-05 23:23:45,Include missing factor of 138.93548 (1/4*pi*epsilon0) in nonpolar energy expression:
5196c35,2010-05-05 23:24:04,Include missing factor of 138.93548 (1/4*pi*epsilon0) in nonpolar energy expression
2053e2d,2010-05-06 01:07:48,Previous mod was a mistake --  the factor 1/(4*pi*eps0) does not belong in the  tau term
6aa03ec,2010-05-06 01:08:01,Previous mod was a mistake --  the factor 1/(4*pi*eps0) does not belong in the  tau term
4717114,2010-05-06 01:08:30,Previous mod was a mistake --  the factor 1/(4*pi*eps0) does not belong in the  tau term
ba23b62,2010-05-06 01:16:40,Factor of 1/(4*pi*eps0) does not belong in GB/VI nonpolar term
7d91c6e,2010-05-06 16:49:59,Add gpu sniffing program to OpenCL platform cmake configuration process  to avoid running OpenCL tests on build machines with OpenCL installed  but no GPU.
e539969,2010-05-07 18:42:17,GB/VI grid integration test Allow parameter specification of platforms to be compared
149c6ec,2010-05-07 18:46:16,Commnet out TestCudaUsingParameterFile
bcc6216,2010-05-07 20:48:48,Periodic box dimensions can be changed in the middle of a simulation
c742d7f,2010-05-07 21:33:38,Expanded test cases for CustomGBForce
ebdb2ef,2010-05-10 16:58:20,Updated to use new API
625180a,2010-05-10 18:01:52,getSpeed() returns 50 for OpenCL platform
b06fc4a,2010-05-10 20:39:57,Moved SFMT into libraries folder  and restructured it to allow multiple independent random number generators
12a0e2c,2010-05-10 23:59:54,changed in for SFMT.h to new location
475b8fa,2010-05-12 21:30:28,Removed checks for implicit solvent parameter settings
1b99afd,2010-05-12 22:33:30,Created MonteCarloBarostat  including reference implementation
2d9c325,2010-05-13 17:19:37,Removed isNotReady() method
dc0e00d,2010-05-14 00:25:51,Removed sfmt.h include
70ca43a,2010-05-14 18:20:21,Fixed problems in MonteCarloBarostat and created OpenCL implementation
607f2b6,2010-05-15 00:57:22,Created CUDA implementation of MonteCarloBarostat
8754260,2010-05-17 23:07:14,Restructured API for periodic box size so it is now queried from State rather than Context
62cf5c9,2010-05-21 00:01:00,Update
4130dac,2010-05-21 00:23:58,Fix to inadvertent checkin
ad2aebc,2010-05-21 00:42:09,Fixed compilation error under Windows
e1a1a3a,2010-05-21 00:52:30,Fix to inadvertent checkin
bba5e3c,2010-05-21 01:16:49,Removed test
7672a22,2010-05-21 17:13:22,Added MonteCarloBarostat to OpenMM.h
5d4ff60,2010-05-21 17:17:24,Fixed compilation error on some OpenCL implementations
2d68136,2010-05-21 19:57:10,Added a missing initializer to CudaApplyMonteCarloBarostatKernel
117436e,2010-05-21 21:06:13,Prevent custom forces from trying to use more shared memory than is available
729bcde,2010-05-22 00:20:06,Fixed some compilation warnings
2b6e289,2010-05-24 21:35:40,Updated the theory section of the users guide for new features in OpenMM
bc025a7,2010-05-25 23:59:29,Bug fixes to CustomGBForce
00eec5e,2010-05-26 00:33:00,Fixed a field that was not getting initialized
95aa79b,2010-05-26 21:21:58,Minor API additions needed for the Normal Mode Langevin plugin
5f2e5b2,2010-05-29 00:36:49,Minor change to FindCUDA.cmake needed so it could be used with the NML plugin
274842f,2010-06-01 17:38:51,Updated for recent changes to CMake scripts
9e83ef0,2010-06-01 18:29:50,Fixed compilation error under Linux
94a151b,2010-06-01 21:09:55,Fixed a problem with numerical precision that sometimes prevented SHAKE clusters being recognized
ef8a344,2010-06-01 21:12:35,Allow multiple buffers to be cleared by a single kernel  improving performance on small systems.
e4187c0,2010-06-01 22:10:39,Removed files that were accidentally checked in
1ace781,2010-06-02 22:05:25,Fixed bugs related to exclusions in CustomGBForce
d84d909,2010-06-02 22:49:07,Added test cases to verify that CustomTorsionForce returns the angle in the right range
cd75dee,2010-06-02 23:03:46,Updated User Manual for 2.0
6b25abb,2010-06-02 23:45:23,Optimization to nonbonded forces: replaced divides by multiplies when applying periodic boundary conditions
4fd3493,2010-06-03 20:12:18,Made Ewald test cases run slightly faster
6c4f16f,2010-06-03 21:36:25,Fix for output directory name generated for Window's builds
3f2acaf,2010-06-04 17:26:14,Added Window's dll exports for methods used by Amoeba
bfed470,2010-06-04 18:38:45,Added -DOPENMMCUDA_BUILDING_SHARED_LIBRARY to NVCC flags
803af89,2010-06-07 18:03:41,Fixed compilation error on Windows
bd7cce7,2010-06-07 22:22:23,Minor optimizations to OpenCL
c799ea0,2010-06-07 22:44:45,Fixed bug introduced by previous checkin
454f9c5,2010-06-07 23:33:05,Minor optimization to evaluating custom expressions
ba2503b,2010-06-09 18:19:41,Fixed bugs in CustomGBForce
a8a36d7,2010-06-09 18:52:06,Added Platform::getOpenMMVersion().
b880b5d,2010-06-09 21:20:44,Fixed bug in PME when atoms were far outside the periodic box (see bug 1144)
98c30a3,2010-06-10 20:52:18,Major optimizations to PME performance
35c7dcf,2010-06-12 14:51:15,Fixed unit conversion bug in Monte Carlo barostat where pV work was being divided by a factor of AVOGADRO*1e-25 (kJ/mol)/(bar nm^3)  rather than multiplied by it. Checking this bug in since Peter Eastman is on vacation  he should double-check the fix upon return.
edaface,2010-06-12 18:03:45,Fixed same pressure unit conversion error in MonteCarloBarostatImpl.cpp that occurs in tests.  Tests now pass.
41fa177,2010-06-16 01:13:56,Modified the algorithm for adjusting the step size of MonteCarloBarostat (see bug 1213)
5228a07,2010-06-18 01:49:26,Implemented long range dispersion correction
dd1a959,2010-06-21 17:57:50,Long range dispersion correction is enabled by default
870fff2,2010-06-21 18:02:25,Bug fix
7bf5286,2010-06-21 18:36:35,Fixed bug where MonteCarloBarostat would leave molecules seeming to be outside the first periodic box
a28c8cf,2010-06-21 21:21:35,Added missing chain rule terms to CustomGBForce
7e2f950,2010-06-22 18:42:51,Fixed error reported by Valgrind.
cceb966,2010-06-22 20:04:03,Added discussion of long range dispersion correction and updated discussion of step size selection for MonteCarloBarostat.
78dfbdd,2010-06-22 23:34:50,Added section on installing OpenCL.
1102559,2010-06-22 23:55:36,Valiation mods for Release 2.0
802be28,2010-06-23 22:39:10,Created final version of user manual for OpenMM 2.0.
15a2db5,2010-06-26 23:34:36,Actually return values from Vec3::operator+=  -=  and *=  like they claim to.
2833fb4,2010-06-29 19:11:08,Added static to __device__ declarations to allow compilation w/ CUDA 3.1
c872be8,2010-06-30 17:35:55,Updated cl.hpp to latest version. Modified OpenCL include search path for Linux.
66da4b3,2010-06-30 19:31:10,Minor edit for OpenCL lib description output
dd0574f,2010-06-30 19:36:00,Added '/usr/local/streamsdk' to default search paths for OpenCL directories
dbd2927,2010-07-01 15:22:40,Fixed a bus error caused by trying to clean up things that were never initialized
b41d77a,2010-07-07 18:20:50,Fixed bug in identifying exclusions
3bcd80b,2010-07-07 18:41:16,Reduced size of PME grid  since it was being made unnecessarily large for the requested accuracy.
70c577f,2010-07-07 19:51:00,Updated the formula for PME grid size.  Also specified that CUDA 3.1 is required.
e314202,2010-07-07 22:58:10,Fixed bug in identifying exclusions
1e37d91,2010-07-07 22:59:01,Workaround for bug in Nvidia's handling of constant memory
1b56ffd,2010-07-08 00:05:10,Fixed bug that caused some interactions to be incorrectly excluded from Born sum
4b061be,2010-07-09 21:53:43,Created LocalEnergyMinimizer
56f05a6,2010-07-13 21:13:21,LocalEnergyMinimizer works with constraints.  Also added Context::applyConstraints().
80a36e4,2010-07-15 16:44:10,MSVC does not support C99 struct initialization syntax.  Workaround.
e4ca66e,2010-07-15 20:14:40,Install FreeEnergy plugin (Reference version) to the plugins directory. Note that I'm also modifying pyopenmm to be aware of this change.
629a963,2010-07-15 22:18:26,Created SplineFitter
77cdc5f,2010-07-15 23:00:57,Removed an obsolete comment
7b8089d,2010-07-16 15:01:32,Debug new spline code on Windows
cf36f2e,2010-07-17 00:17:19,Implemented CMAPTorsionForce  including reference implementation
593d359,2010-07-19 16:21:40,Various MSVC build issues:   sqrt of an integer is ambiguous   methods declared to return a value must return a value
7ee0076,2010-07-19 18:01:47,Fixed incorrect fix for Windows compilation problems
258fd0f,2010-07-19 23:36:36,Created OpenCL implementation of CMAPTorsionForce
43b1bc9,2010-07-20 16:05:17,Added missing OPENMM_EXPORT.
2a313e4,2010-07-20 20:05:49,Created CUDA implementation of CMAPTorsionForce
